word_id	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_conj_id
474	474	perfective	perfective	подниматься	подниматься	подними'сь	подними'сь	подними'тесь	подними'тесь	подня'лся,поднялся'	подня'лся,поднялся'	подняла'сь	подняла'сь	подня'лось,подняло'сь	подня'лось,подняло'сь	подня'лись,подняли'сь	подня'лись,подняли'сь	1184	1184
478	478					случи'сь	случи'сь	случи'тесь	случи'тесь	случи'лся	случи'лся	случи'лась	случи'лась	случи'лось	случи'лось	случи'лись	случи'лись	2217	2217
486	486	imperfective	imperfective	постараться	постараться	стара'йся	стара'йся	стара'йтесь	стара'йтесь	стара'лся	стара'лся	стара'лась	стара'лась	стара'лось	стара'лось	стара'лись	стара'лись	1924	1924
492	492	perfective	perfective	ехать	ехать	поезжа'й	поезжа'й	поезжа'йте	поезжа'йте	пое'хал	пое'хал	пое'хала	пое'хала	пое'хало	пое'хало	пое'хали	пое'хали	1214	1214
503	503	imperfective	imperfective	суметь	суметь	уме'й	уме'й	уме'йте	уме'йте	уме'л	уме'л	уме'ла	уме'ла	уме'ло	уме'ло	уме'ли	уме'ли	2078	2078
515	515	imperfective	imperfective	заняться	заняться	занима'йся	занима'йся	занима'йтесь	занима'йтесь	занима'лся	занима'лся	занима'лась	занима'лась	занима'лось	занима'лось	занима'лись	занима'лись	495	495
517	517	perfective	perfective	класть	класть	положи'	положи'	положи'те	положи'те	положи'л	положи'л	положи'ла	положи'ла	положи'ло	положи'ло	положи'ли	положи'ли	1258	1258
541	541	perfective	perfective	начинаться	начинаться	начни'сь	начни'сь	начни'тесь	начни'тесь	на'чался,начался',нача'лся	на'чался,начался',нача'лся	начала'сь	начала'сь	начало'сь,на'чалось	начало'сь,на'чалось	начали'сь,на'чались	начали'сь,на'чались	829	829
543	543	imperfective	imperfective	позвать	позвать	зови'	зови'	зови'те	зови'те	зва'л	зва'л	звала'	звала'	зва'ло	зва'ло	зва'ли	зва'ли	542	542
549	549					проходи'	проходи'	проходи'те	проходи'те	проходи'л	проходи'л	проходи'ла	проходи'ла	проходи'ло	проходи'ло	проходи'ли	проходи'ли	2218	2218
550	550					уда'йся	уда'йся	уда'йтесь	уда'йтесь	уда'лся	уда'лся	удала'сь	удала'сь	уда'лось//удало'сь	уда'лось//удало'сь	уда'лись//удали'сь	уда'лись//удали'сь	2219	2219
557	557					приди'сь	приди'сь	приди'тесь	приди'тесь	пришёлся	пришёлся	пришла'сь	пришла'сь	пришло'сь	пришло'сь	пришли'сь	пришли'сь	2220	2220
